,loss,method,ndcg@10,dcg@10,map,auc,gamma
39,sym_ranknet,map,0.7338438429695239,2.284227227263278,0.6720053196012958,0.6886010873138476,0.9
40,logloss,loss,0.6961921084236663,2.200832179376598,0.5710260602617255,0.5746928040774861,0.8
41,logloss,auc,0.7137479692275126,2.234218766466901,0.5876396885647986,0.6206394724125458,0.8
42,logloss,ndcg@10,0.6719021949179498,2.138204812732137,0.5053760076920373,0.5215213443102364,0.8
43,logloss,dcg@10,0.7170339598385681,2.253639676405303,0.5986369527389102,0.6126118819543817,0.8
44,logloss,map,0.7129207317481101,2.2434540815040704,0.5993265441826438,0.6101277129585053,0.8
45,ranknet,loss,0.7155056908228865,2.2476518626439135,0.5643267926766369,0.5829738764414724,0.8
46,ranknet,auc,0.7163188178806691,2.254354561954118,0.5789528028787507,0.5844457875149291,0.8
47,ranknet,ndcg@10,0.7061676720615006,2.2327514992675694,0.6083083928496016,0.6340909070678644,0.8
48,ranknet,dcg@10,0.6762434993125471,2.1529609390056366,0.500185505580265,0.5148043737067959,0.8
49,ranknet,map,0.7064030698181805,2.229185815841299,0.6044628857959058,0.6301764594329639,0.8
50,sym_logloss,loss,0.6762744942032904,2.1633960030186894,0.5779415649956483,0.5910006790297784,0.8
51,sym_logloss,auc,0.7083703636702338,2.2383938696648618,0.5577628041094089,0.5593483774092933,0.8
52,sym_logloss,ndcg@10,0.6493662774546273,2.0982862775013786,0.5333472820694017,0.5522105376293241,0.8
53,sym_logloss,dcg@10,0.6525411577296117,2.104901973199899,0.5421197292988611,0.5598444602761081,0.8
54,sym_logloss,map,0.6779923654560802,2.1693348766218095,0.5845935476396582,0.6061298062787484,0.8
55,sym_ranknet,loss,0.7102634374863003,2.2343399027119135,0.6068308511274946,0.6410228437175559,0.8
56,sym_ranknet,auc,0.7102634374863003,2.2343399027119135,0.6068308511274946,0.6410228437175559,0.8
57,sym_ranknet,ndcg@10,0.7239944179127973,2.2643142702354107,0.6219475014432921,0.6577651941039202,0.8
58,sym_ranknet,dcg@10,0.6780678707390747,2.136495150447039,0.4782513093193798,0.4775646584631315,0.8
59,sym_ranknet,map,0.7110084123376812,2.2376276296347424,0.6058468804374191,0.6397237690936861,0.8
60,logloss,loss,0.6754289225035428,2.1487417834244407,0.507981102248837,0.5230273529047376,0.7
61,logloss,auc,0.6874244003303838,2.1796091482897877,0.5596081319024635,0.5890932053520287,0.7
62,logloss,ndcg@10,0.672281290483513,2.1411182545558756,0.5814437196548438,0.5903367647367873,0.7
63,logloss,dcg@10,0.672281290483513,2.1411182545558756,0.5814437196548438,0.5903367647367873,0.7
64,logloss,map,0.6972594478367465,2.206152408546943,0.5551835048015158,0.5576147619408076,0.7
65,ranknet,loss,0.6855762162155178,2.1926640017098182,0.5268773435318492,0.5313851458118339,0.7
66,ranknet,auc,0.6815498272938655,2.1829508659729755,0.5317299046847982,0.5347562178058709,0.7
67,ranknet,ndcg@10,0.6803204553288031,2.179668347670531,0.5309092895278541,0.5335011199316738,0.7
68,ranknet,dcg@10,0.6803204553288031,2.179668347670531,0.5309092895278541,0.5335011199316738,0.7
69,ranknet,map,0.6815498272938655,2.1829508659729755,0.5317299046847982,0.5347562178058709,0.7
70,sym_logloss,loss,0.6843305308827484,2.1973412905436653,0.5561632828362765,0.580066156986201,0.7
71,sym_logloss,auc,0.6916725867662303,2.1986266309149936,0.538886168113165,0.5603437858320426,0.7
72,sym_logloss,ndcg@10,0.6926179323934408,2.2007097668398843,0.5383287563734647,0.560466646285045,0.7
73,sym_logloss,dcg@10,0.6673534729267999,2.1386508128683683,0.5278552380570858,0.5285991109803304,0.7
74,sym_logloss,map,0.6920699330243353,2.1990940131029046,0.538803352750558,0.5607087002220015,0.7
75,sym_ranknet,loss,0.6855176511606673,2.1637401170521615,0.5521819391019902,0.5667835988156897,0.7
76,sym_ranknet,auc,0.6855176511606673,2.1637401170521615,0.5521819391019902,0.5667835988156897,0.7
77,sym_ranknet,ndcg@10,0.6834129259841523,2.1794505845530043,0.5479419169513241,0.5680407655977534,0.7
78,sym_ranknet,dcg@10,0.6510361590902878,2.110634289227248,0.5134419958770556,0.5248753660607275,0.7
79,sym_ranknet,map,0.6888946447572567,2.1740666717779478,0.5528737537132548,0.5669883207035427,0.7
80,logloss,loss,0.6705618376842163,2.151618220993854,0.5048101372569573,0.5142275167804745,0.6
81,logloss,auc,0.7042044857353252,2.233084786738638,0.5345887987797318,0.5435905784151167,0.6
82,logloss,ndcg@10,0.6802872305603986,2.171377351901125,0.5050988831010983,0.5213333139210746,0.6
83,logloss,dcg@10,0.6768084326500887,2.153319206095605,0.5065682352104001,0.5226409238460213,0.6
84,logloss,map,0.6496433174760196,2.0984958785124044,0.48627180005426285,0.49756980477752333,0.6
85,ranknet,loss,0.6756699851528539,2.150135479903482,0.5091828387672888,0.5240573230046858,0.6
86,ranknet,auc,0.6866347284846512,2.186006841036101,0.5193313785535016,0.5323087745717932,0.6
87,ranknet,ndcg@10,0.6866347284846512,2.186006841036101,0.5193313785535016,0.5323087745717932,0.6
88,ranknet,dcg@10,0.7069432839261404,2.246901651992606,0.5743585810780993,0.5824335450271686,0.6
89,ranknet,map,0.6970598911664162,2.2208434473797904,0.5711155702504332,0.5740586874067939,0.6
90,sym_logloss,loss,0.6876878341262485,2.2011462374965194,0.5400916329186389,0.5593884080251172,0.6
91,sym_logloss,auc,0.7122239592125993,2.2412292454797598,0.5391642688857902,0.5394078478152293,0.6
92,sym_logloss,ndcg@10,0.6817527188371993,2.1817844539550366,0.49896537978797095,0.5096596455498911,0.6
93,sym_logloss,dcg@10,0.6817527188371993,2.1817844539550366,0.49896537978797095,0.5096596455498911,0.6
94,sym_logloss,map,0.6905062008672772,2.2034866469038175,0.5211776340414007,0.5362686677161019,0.6
95,sym_ranknet,loss,0.710234224116322,2.249505399075976,0.5635829781004228,0.5830613878649723,0.6
96,sym_ranknet,auc,0.7063525125767466,2.2443175332061567,0.5687217980384227,0.5913411825493966,0.6
97,sym_ranknet,ndcg@10,0.677321377555741,2.1542897802902705,0.5011497934408222,0.5169261841587789,0.6
98,sym_ranknet,dcg@10,0.7015414874957625,2.2300728191247448,0.5507717629697941,0.5672310806984541,0.6
99,sym_ranknet,map,0.7063525125767466,2.2443175332061567,0.5687217980384227,0.5913411825493966,0.6
